image_path,image_quality,LASIS,RASIS,LDTSI,RDTSI,LPOD,RPOD,LBD,RBD,LPT,RPT,LOB,ROB,LIT,RIT,SMPS,LAC,LLSIAS,LMDIAS,RAC,RLSIAS,RMDIAS,LSGT,LLGT,LLT,LFHC,LLFH,LPF,LDF,RSGT,RLGT,RLT,RFHC,RLFH,RPF,RDF
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0036_20251028_14.tif,0,,,,"[311.1, 57.4]",,"[289.3, 70.4]",,,,"[306.1, 146.3]",,"[338.0, 174.0, 'FF', 18, 1, 2, 1, 0]",,"[330.4, 234.8]","[389.1, 143.8]",,,,"[255.4, 136.3]","[230.2, 105.7]","[277.2, 168.2]",,,,,,,,"[174.4, 130.4]","[151.0, 183.7]","[239.9, 224.8]","[251.6, 136.7]","[223.1, 113.2]","[195.4, 300.2]","[199.2, 466.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0037.tif,0,,"[195.0, 41.9]",,"[347.4, 127.8]",,"[313.1, 161.4]",,,,"[311.2, 246.6]","[457.1, 307.3, 'FF', 18, 1, 2, 1, 0]","[333.2, 278.9, 'FF', 18, 1, 2, 1, 0]",,"[318.3, 328.0]","[384.2, 260.2]",,,,"[257.6, 215.0]","[242.8, 175.6]","[288.6, 247.9]",,,,,,,,"[218.2, 213.7]",,"[216.9, 291.2]","[259.6, 215.0]","[247.9, 183.4]","[182.7, 265.4]","[43.9, 351.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0037_20251028_14.tif,0,,,"[184.5, 54.9]",,"[201.3, 59.5]",,,,"[177.4, 140.9]",,"[152.6, 168.2, 'FF', 18, 1, 2, 1, 0]",,"[155.6, 228.5]",,,"[224.3, 127.9]","[247.8, 99.0]","[210.5, 163.5]",,,,"[304.9, 128.7]","[332.5, 181.6]","[240.3, 227.3]","[228.1, 128.7]","[255.4, 106.5]","[284.7, 293.5]","[283.5, 455.4]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0038_20251027_12.tif,0,"[449.5, 98.1]","[34.4, 127.5]","[316.2, 170.7]","[187.0, 181.6]","[345.5, 197.1]","[153.9, 208.8]","[335.0, 178.6]","[164.0, 189.1]","[330.0, 272.6]","[170.2, 279.3]","[311.6, 293.5, 'FF', 18, 1, 2, 1, 0]","[192.9, 299.4, 'FF', 18, 1, 2, 1, 0]","[328.8, 342.6]","[191.2, 352.7]","[247.8, 274.7]","[373.2, 246.1]","[396.7, 222.2]","[361.9, 277.6]","[118.7, 266.3]","[96.4, 240.7]","[141.7, 291.4]","[442.4, 256.2]","[473.0, 301.9]","[388.7, 331.3]","[375.7, 247.4]","[405.9, 229.4]","[417.2, 395.0]","[403.0, 483.5]","[51.6, 268.8]","[29.8, 313.2]","[116.6, 344.3]","[116.2, 264.6]","[93.5, 250.8]","[80.5, 408.8]","[88.5, 485.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0038_20251028_14.tif,0,"[473.9, 138.2]","[95.6, 132.4]","[344.8, 204.7]","[224.7, 207.3]","[367.4, 222.1]","[190.5, 227.9]",,,"[358.3, 295.7]","[193.0, 297.0]","[336.4, 311.8, 'FF', 18, 1, 2, 1, 0]","[211.1, 315.1, 'FF', 18, 1, 2, 1, 0]","[359.0, 373.2]","[193.7, 369.3]","[272.5, 289.9]","[399.0, 277.0]","[422.3, 251.8]","[387.4, 309.9]","[151.7, 270.5]","[127.8, 240.8]","[167.9, 298.3]","[455.8, 266.0]","[479.7, 313.1]","[410.6, 355.1]","[401.6, 278.3]","[422.9, 260.8]","[444.2, 356.4]","[453.9, 493.3]","[92.3, 275.0]","[76.2, 322.2]","[147.9, 357.7]","[149.8, 273.8]","[124.0, 255.7]","[114.3, 371.2]","[117.5, 492.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0046.tif,0,,"[213.0, 31.0]",,"[390.8, 100.2]",,"[347.2, 128.3]",,"[367.3, 107.8]",,,,"[381.2, 244.0, 'FF', 18, 1, 2, 1, 0]",,"[380.3, 298.6]","[429.8, 211.8]",,,,"[310.3, 195.8]","[286.4, 165.2]","[329.6, 228.5]",,,,,,,,"[261.7, 196.7]","[218.1, 235.2]","[281.0, 287.2]","[309.5, 198.3]",,"[190.4, 329.6]","[130.4, 430.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0048_20251027_12.tif,0,"[441.6, 143.0]","[42.8, 127.5]","[295.2, 189.1]","[176.5, 170.7]","[328.3, 205.5]","[144.7, 201.7]",,,"[308.2, 277.2]","[156.8, 270.9]","[289.8, 294.4, 'FF', 18, 1, 2, 1, 0]","[175.7, 293.5, 'FF', 18, 1, 2, 1, 0]","[305.7, 345.1]","[158.9, 338.4]","[232.3, 272.6]","[360.6, 266.3]","[379.1, 234.8]","[338.8, 291.9]","[103.2, 249.1]","[91.0, 221.0]","[125.4, 271.3]","[430.7, 270.5]","[450.8, 312.8]","[382.8, 342.2]","[361.5, 268.0]","[389.6, 259.1]","[406.3, 396.3]","[398.8, 475.9]","[32.7, 252.0]","[15.5, 294.8]","[90.6, 324.6]","[102.3, 247.4]","[75.5, 233.6]","[60.8, 371.9]","[66.3, 453.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0183_20251117_14.tif,0,,"[219.5, 37.4]",,"[344.8, 91.7]",,"[311.2, 119.4]",,,,"[323.5, 184.7]",,"[348.0, 209.2, 'FF', 18, 1, 2, 1, 0]",,"[335.1, 263.4]","[410.6, 185.3]",,,,"[274.4, 172.4]","[253.1, 142.7]","[286.7, 207.9]",,,,,,,,"[204.7, 173.7]","[187.2, 222.1]","[262.1, 254.4]","[271.2, 170.5]","[251.2, 155.0]","[230.5, 264.7]","[266.0, 496.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0051.tif,0,"[440.7, 56.2]","[48.6, 76.7]","[315.3, 167.7]","[181.6, 169.4]","[354.3, 186.6]","[148.0, 189.5]","[344.7, 167.7]","[152.6, 174.4]","[347.6, 257.9]","[163.5, 263.8]","[326.2, 282.2, 'FF', 18, 1, 2, 1, 0]","[185.8, 287.2, 'FF', 18, 1, 2, 1, 0]","[345.9, 331.7]","[164.4, 343.8]","[256.6, 261.2]","[393.7, 231.5]","[403.8, 196.2]","[374.9, 261.2]","[117.8, 244.5]","[99.8, 212.6]","[129.6, 277.6]","[470.9, 240.3]","[486.0, 292.3]","[402.6, 311.1]","[396.7, 231.9]","[423.5, 213.4]","[439.5, 364.4]","[426.9, 457.9]","[38.2, 260.0]","[22.6, 306.9]","[98.1, 327.9]","[114.5, 244.9]","[86.8, 231.9]","[68.8, 375.7]","[79.3, 449.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0173_20251117_14.tif,0,,"[207.9, 51.0]",,"[346.1, 136.9]",,"[317.0, 149.1]",,,,"[332.5, 221.5]",,"[357.7, 244.1, 'FF', 18, 1, 2, 1, 0]",,"[342.8, 298.3]","[430.0, 207.9]",,,,"[288.0, 204.0]","[267.3, 169.8]","[289.9, 237.0]",,,,,,,,"[214.4, 202.7]","[197.6, 253.7]","[269.9, 282.8]","[288.0, 205.3]","[268.6, 184.0]","[237.6, 286.7]","[264.1, 492.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0168_20251117_14.tif,0,"[288.6, 81.4]",,"[149.1, 166.6]",,"[183.4, 181.4]",,,,"[175.0, 266.0]",,"[151.1, 290.5, 'FF', 18, 1, 2, 1, 0]",,"[167.9, 339.6]",,"[80.7, 273.8]","[231.8, 235.0]","[249.9, 200.8]","[213.7, 272.5]",,,,"[311.2, 242.8]","[329.9, 298.9]","[247.3, 337.0]",,"[262.8, 218.2]","[283.4, 342.2]","[269.9, 493.3]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0167_20251117_14.tif,0,"[492.6, 169.8]","[58.1, 179.5]","[344.8, 244.1]","[204.7, 251.2]","[384.2, 269.9]","[169.2, 275.7]",,,"[373.8, 350.6]","[187.2, 356.4]","[352.5, 377.1, 'FF', 18, 1, 2, 1, 0]","[210.5, 380.3, 'FF', 18, 1, 2, 1, 0]","[366.1, 422.3]","[193.0, 433.2]","[284.1, 362.2]","[429.4, 324.8]","[449.4, 289.3]","[410.0, 355.1]","[132.4, 335.7]","[104.6, 308.6]","[153.0, 373.8]",,,"[442.9, 419.7]","[431.9, 322.8]","[462.9, 307.3]","[479.7, 426.8]","[478.4, 502.3]","[56.2, 339.0]","[29.7, 395.8]","[119.4, 429.4]","[134.9, 339.6]","[109.1, 320.2]","[84.6, 441.0]","[93.0, 507.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0166_20251117_14.tif,0,"[456.5, 170.5]","[21.3, 180.8]","[309.3, 244.7]","[170.5, 250.5]","[347.4, 266.7]","[134.3, 276.3]",,,"[335.7, 355.8]","[151.7, 360.3]","[315.7, 378.4, 'FF', 18, 1, 2, 1, 0]","[171.7, 383.5, 'FF', 18, 1, 2, 1, 0]","[329.3, 422.3]","[160.8, 432.6]","[245.3, 364.8]","[394.5, 325.4]","[411.3, 289.9]","[373.8, 360.9]","[96.8, 337.7]","[69.1, 306.7]","[111.1, 375.8]","[472.6, 329.3]","[499.7, 385.5]","[404.2, 421.6]","[397.1, 326.1]","[416.4, 303.5]","[440.3, 424.8]","[439.0, 501.0]","[17.4, 340.9]",,"[83.9, 430.0]","[99.4, 340.3]","[73.6, 314.4]","[49.1, 436.5]","[58.8, 497.8]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0163_20251117_14.tif,0,"[278.3, 22.6]",,"[155.6, 96.8]",,"[179.5, 116.9]",,,,"[173.7, 211.1]",,"[155.0, 240.2, 'FF', 18, 1, 2, 1, 0]","[26.5, 252.4, 'FF', 18, 1, 2, 1, 0]","[187.9, 297.0]",,"[75.5, 227.9]","[231.8, 187.9]","[249.9, 145.3]","[222.7, 224.0]",,,,"[302.8, 171.7]","[332.5, 230.5]","[258.9, 274.4]","[229.2, 185.9]","[254.4, 158.8]","[288.0, 275.0]","[285.4, 492.0]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0161_20251117_14.tif,0,"[313.8, 96.2]",,"[189.8, 176.3]",,"[219.5, 184.0]",,,,"[209.2, 271.8]",,"[182.7, 297.0, 'FF', 18, 1, 2, 1, 0]",,"[209.8, 351.9]",,"[102.7, 278.9]","[257.0, 249.9]","[278.3, 211.8]","[246.0, 280.2]",,,,"[326.1, 244.7]","[349.9, 297.0]","[284.7, 333.2]","[255.7, 246.6]","[278.3, 226.6]","[313.8, 342.8]","[297.6, 496.5]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0154_20251117_14.tif,0,"[322.2, 89.7]",,"[189.8, 182.1]",,"[213.1, 182.1]",,,,"[211.8, 265.4]",,"[193.0, 299.6, 'FF', 18, 1, 2, 1, 0]","[65.2, 297.6, 'FF', 18, 1, 2, 1, 0]","[204.7, 357.7]","[54.2, 362.2]","[127.2, 263.4]","[257.6, 242.1]","[277.6, 205.3]","[244.7, 277.0]",,,,"[340.3, 229.2]","[362.9, 287.3]","[277.0, 329.3]","[258.9, 242.1]","[278.3, 215.0]","[315.7, 332.5]","[306.0, 495.9]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0150_20251117_14.tif,0,"[442.3, 147.2]","[80.1, 130.4]","[310.6, 187.9]","[193.0, 174.3]","[337.0, 207.9]","[165.3, 202.1]",,,"[327.3, 280.9]","[165.9, 271.2]","[306.0, 302.8, 'FF', 18, 1, 2, 1, 0]","[182.7, 295.7, 'FF', 18, 1, 2, 1, 0]","[313.1, 343.5]","[166.6, 331.2]","[247.9, 293.8]","[371.9, 262.1]","[397.7, 240.8]","[360.3, 288.0]","[124.6, 247.3]","[104.6, 222.7]","[133.0, 275.0]","[425.5, 257.0]","[444.9, 296.4]","[379.6, 329.9]","[375.1, 259.6]","[392.6, 244.1]","[414.5, 340.3]","[419.0, 497.2]","[74.2, 245.3]","[51.0, 286.7]","[112.3, 312.5]","[124.0, 247.3]","[103.3, 235.0]","[82.6, 318.3]","[97.5, 498.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0139_20251117_14.tif,0,"[250.5, 76.8]",,"[119.4, 151.1]",,,,,,"[139.5, 264.1]",,"[118.8, 280.2, 'FF', 18, 1, 2, 1, 0]",,"[141.4, 336.4]",,"[49.7, 255.7]","[202.1, 228.6]","[258.9, 209.8]","[184.7, 267.9]",,,,"[275.0, 235.7]","[284.1, 279.6]","[204.7, 312.5]","[203.8, 225.9]","[230.5, 207.3]","[239.5, 318.3]","[230.5, 496.5]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0138_20251117_14.tif,0,"[463.6, 75.5]","[26.5, 93.0]","[323.5, 155.6]","[180.8, 165.3]","[355.5, 172.0]","[150.4, 182.7]",,,"[348.7, 261.5]","[159.5, 262.8]","[326.1, 284.7, 'FF', 18, 1, 2, 1, 0]","[183.4, 288.0, 'FF', 18, 1, 2, 1, 0]","[340.9, 342.8]","[180.8, 342.8]","[262.1, 258.9]","[406.8, 229.2]","[460.3, 207.3]","[389.3, 266.7]","[108.5, 237.0]","[85.9, 200.2]","[124.6, 269.2]","[480.4, 238.2]","[491.3, 284.1]","[414.5, 315.7]","[411.3, 224.7]","[438.4, 207.3]","[450.7, 318.3]","[452.0, 492.0]","[36.8, 246.6]","[24.5, 297.0]","[98.1, 324.8]","[109.1, 238.2]","[78.1, 222.1]","[61.3, 334.4]","[54.9, 495.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0135.tif,0,"[302.8, 74.2]",,"[185.3, 146.6]",,"[194.3, 157.5]",,,,"[182.1, 239.5]",,"[165.3, 264.7, 'FF', 18, 1, 2, 1, 0]",,"[179.5, 310.6]",,"[101.4, 251.2]","[235.7, 212.4]","[270.5, 180.1]","[221.5, 252.4]",,,,"[292.5, 208.5]","[329.9, 260.8]","[246.6, 298.9]","[241.5, 213.1]","[267.3, 191.8]","[286.7, 307.3]","[287.3, 493.3]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0134_20251117_14.tif,0,,"[203.4, 41.3]",,"[324.1, 120.7]",,"[301.5, 121.4]",,,,"[311.2, 188.5]","[444.9, 206.0, 'FF', 18, 1, 2, 1, 0]","[333.2, 209.8, 'FF', 18, 1, 2, 1, 0]",,"[321.5, 265.4]","[390.0, 172.4]",,,,"[267.3, 172.4]","[246.0, 144.6]","[280.2, 206.6]",,,,,,,,"[202.7, 179.5]","[187.9, 216.9]","[260.2, 253.7]","[271.2, 171.7]","[247.3, 156.2]","[226.6, 257.6]","[248.6, 499.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0134.tif,0,,"[217.8, 68.3]",,"[344.1, 155.6]",,"[324.8, 169.8]",,,,"[331.2, 245.3]","[448.7, 271.2, 'FF', 18, 1, 2, 1, 0]","[353.8, 269.9, 'FF', 18, 1, 2, 1, 0]",,"[346.1, 316.4]","[405.5, 249.9]",,,,"[278.3, 224.0]","[251.8, 190.5]","[291.2, 258.9]",,,,,,,,"[228.6, 220.8]","[198.9, 270.5]","[276.3, 309.3]","[275.0, 223.4]","[253.7, 202.7]","[232.4, 324.8]","[218.9, 495.2]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0133_20251117_14.tif,0,"[465.5, 94.9]","[93.0, 98.1]","[333.2, 176.3]","[217.6, 173.7]","[362.2, 179.5]","[191.1, 178.2]",,,"[351.2, 246.0]","[200.8, 248.6]","[332.5, 267.3, 'FF', 18, 1, 2, 1, 0]","[220.2, 268.6, 'FF', 18, 1, 2, 1, 0]","[343.5, 319.6]","[210.5, 319.6]","[280.2, 233.1]","[393.2, 227.3]","[413.9, 195.6]","[377.7, 260.2]","[159.5, 226.0]","[136.2, 200.2]","[169.2, 263.4]","[451.3, 229.2]","[473.3, 266.7]","[402.9, 306.7]","[391.3, 229.9]","[413.9, 211.8]","[436.5, 317.0]","[428.1, 498.4]","[94.3, 232.4]","[78.1, 277.0]","[149.8, 308.6]","[162.7, 227.3]","[136.2, 215.0]","[113.6, 318.3]","[125.3, 493.9]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0133.tif,0,"[464.9, 83.3]","[74.2, 68.4]","[328.0, 155.6]","[194.3, 157.5]","[346.1, 164.0]","[180.1, 167.2]",,,"[337.7, 242.8]","[186.6, 247.3]","[313.8, 270.5, 'FF', 18, 1, 2, 1, 0]","[207.9, 271.8, 'FF', 18, 1, 2, 1, 0]","[326.1, 310.6]","[200.2, 316.4]","[263.4, 248.6]","[381.6, 221.5]","[418.4, 187.2]","[360.3, 253.7]","[136.2, 224.7]","[105.9, 190.5]","[153.0, 257.0]","[450.0, 214.4]","[475.8, 262.1]","[395.1, 297.6]","[398.4, 215.6]","[423.5, 196.9]","[441.6, 311.2]","[444.2, 490.7]","[83.3, 220.2]","[51.7, 271.2]","[132.4, 309.3]","[132.9, 221.5]","[96.3, 207.8]","[85.2, 323.5]","[71.7, 499.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0151_20251117_14.tif,0,"[339.0, 149.8]",,"[204.0, 190.5]",,"[233.1, 209.2]",,,,"[222.7, 285.4]",,"[201.4, 302.2, 'FF', 18, 1, 2, 1, 0]",,"[208.5, 344.8]",,"[141.4, 301.5]","[269.9, 264.7]","[294.4, 244.1]","[254.4, 284.7]",,,,"[320.2, 253.7]","[339.6, 300.2]","[273.8, 331.2]","[268.6, 264.7]","[289.3, 246.0]","[310.6, 342.8]","[313.1, 501.0]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0131_20251117_14.tif,0,"[301.5, 22.6]",,"[191.1, 109.1]",,"[213.1, 120.7]",,,"[213.1, 120.7]","[198.2, 199.5]",,"[176.3, 218.9, 'FF', 18, 1, 2, 1, 0]",,"[189.2, 273.8]",,"[103.9, 200.2]","[243.4, 178.2]","[273.1, 153.0]","[233.7, 213.7]",,,,"[314.4, 189.2]","[320.2, 238.2]","[240.8, 273.1]","[245.3, 173.7]","[273.1, 160.8]","[277.0, 278.3]","[246.6, 505.5]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0130_20251117_14.tif,0,"[461.0, 44.5]","[89.7, 54.2]","[347.4, 136.9]","[213.7, 129.1]","[372.5, 149.8]","[179.5, 158.2]",,,"[361.6, 223.4]","[185.3, 224.7]","[338.3, 244.7, 'FF', 18, 1, 2, 1, 0]","[206.0, 244.1, 'FF', 18, 1, 2, 1, 0]","[353.8, 297.0]","[191.1, 293.8]","[268.6, 222.7]","[406.1, 200.2]","[431.9, 172.4]","[393.8, 234.4]","[144.6, 197.6]","[122.0, 170.5]","[154.3, 234.4]","[473.3, 215.6]","[484.2, 263.4]","[402.9, 295.7]","[408.7, 196.9]","[433.9, 183.4]","[439.7, 298.3]","[414.5, 499.1]","[75.5, 216.3]","[67.1, 263.4]","[147.2, 300.2]","[143.3, 198.9]","[116.2, 188.5]","[113.6, 311.8]","[136.9, 493.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0126.tif,0,,"[176.9, 124.6]",,"[390.0, 173.0]",,"[318.3, 196.3]",,,,,"[457.1, 282.8, 'FF', 18, 1, 2, 1, 0]","[317.7, 303.5, 'FF', 18, 1, 2, 1, 0]",,"[317.7, 371.9]","[343.5, 256.3]",,,,"[261.5, 248.6]","[221.5, 220.8]","[263.4, 295.1]",,,,,,,,"[224.7, 260.2]","[196.0, 255.8]","[234.4, 355.8]","[261.5, 251.8]","[231.1, 228.6]","[200.2, 342.2]","[99.4, 490.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0124.tif,0,,"[275.0, 103.3]",,"[413.2, 191.1]",,"[384.8, 198.9]",,,,"[396.4, 291.8]",,"[418.4, 304.7, 'FF', 18, 1, 2, 1, 0]",,"[397.7, 369.3]",,,,,"[362.2, 250.5]","[324.8, 226.0]","[357.0, 300.2]",,,,,,,,"[287.3, 254.4]","[261.5, 309.9]","[349.3, 347.4]","[361.6, 253.7]","[333.8, 234.4]","[309.3, 355.8]","[308.0, 494.6]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0123.tif,0,"[393.2, 175.0]","[80.7, 196.3]","[306.7, 258.9]","[191.8, 257.6]","[324.1, 258.3]","[162.1, 266.0]",,"[162.1, 264.7]","[319.6, 320.9]","[169.4, 322.3]","[301.5, 339.0, 'FF', 18, 1, 2, 1, 0]","[187.9, 344.1, 'FF', 18, 1, 2, 1, 0]","[322.2, 388.7]","[173.0, 390.6]","[238.2, 315.7]","[351.2, 302.2]","[370.0, 266.7]","[348.7, 327.3]","[134.9, 309.3]","[114.9, 284.1]","[145.3, 339.6]","[409.3, 298.3]","[427.4, 339.0]","[364.1, 364.8]","[350.6, 297.6]","[371.2, 286.0]","[393.2, 370.0]","[392.6, 454.5]","[88.5, 308.0]","[69.7, 349.9]","[137.5, 376.4]","[143.3, 304.7]","[122.7, 289.9]","[105.2, 384.8]","[108.5, 452.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0118_20251117_14.tif,0,,,,"[317.0, 74.9]",,"[285.4, 85.9]",,,"[480.6, 157.6]","[295.1, 162.1]","[457.1, 186.6, 'FF', 18, 1, 2, 1, 0]","[320.9, 193.7, 'FF', 18, 1, 2, 1, 0]","[474.0, 240.3]","[302.8, 242.8]","[388.0, 165.3]",,,,"[241.5, 139.5]","[222.1, 108.5]","[256.3, 176.3]",,,,,,,,"[169.8, 137.7]","[151.7, 180.1]","[227.9, 224.7]","[246.0, 135.6]","[222.7, 114.3]","[191.8, 226.6]","[193.0, 481.7]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0117_20251117_14.tif,0,"[447.4, 83.3]","[40.0, 99.4]","[317.7, 161.4]","[182.7, 155.0]","[340.3, 171.7]","[145.9, 180.1]",,,"[328.0, 252.4]","[149.1, 249.9]","[304.7, 276.3, 'FF', 18, 1, 2, 1, 0]","[172.4, 275.0, 'FF', 18, 1, 2, 1, 0]","[317.0, 326.1]","[162.1, 323.5]","[235.7, 262.8]","[373.8, 233.7]","[393.8, 202.1]","[358.3, 262.1]","[102.0, 227.3]","[82.6, 198.9]","[118.8, 262.1]","[444.9, 229.9]","[459.7, 273.1]","[390.6, 316.4]","[371.9, 233.7]","[393.2, 211.8]","[423.5, 325.4]","[425.5, 483.6]","[35.5, 226.0]","[17.4, 267.9]","[89.7, 308.0]","[102.0, 229.2]","[80.1, 207.9]","[51.7, 314.4]","[49.1, 485.5]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0113_20251117_14.tif,0,"[315.1, 97.5]",,"[189.2, 175.6]",,"[207.9, 177.6]",,,,"[200.2, 255.0]",,"[182.1, 269.9, 'FF', 18, 1, 2, 1, 0]",,"[186.6, 315.1]",,"[118.8, 249.2]","[239.5, 233.7]","[267.3, 207.3]","[226.6, 262.1]",,,,"[293.1, 244.1]","[311.2, 294.4]","[242.8, 324.8]","[242.8, 234.4]","[267.9, 222.1]","[271.8, 321.5]","[265.4, 498.4]",,,,,,,
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0108_20251117_14.tif,0,,"[213.7, 31.6]",,"[352.5, 103.9]",,"[320.2, 123.3]",,,,"[337.0, 206.6]",,"[361.6, 229.9, 'FF', 18, 1, 2, 1, 0]",,"[342.2, 290.5]","[440.3, 210.5]",,,,"[280.9, 176.3]","[259.6, 144.6]","[298.9, 207.3]",,,,,,,,"[221.5, 200.8]","[213.7, 253.1]","[298.9, 288.6]","[281.5, 177.6]","[255.0, 160.1]","[257.6, 317.7]","[265.4, 498.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0106_20251117_14.tif,0,"[444.2, 102.7]","[54.9, 138.8]","[316.4, 177.6]","[187.9, 187.2]","[346.7, 191.1]","[156.2, 211.8]",,,"[346.1, 265.4]","[165.9, 280.2]","[328.0, 291.2, 'FF', 18, 1, 2, 1, 0]","[189.2, 304.7, 'FF', 18, 1, 2, 1, 0]","[354.5, 336.4]","[178.8, 357.0]","[258.9, 287.3]","[387.4, 237.6]","[409.3, 204.7]","[374.5, 269.2]","[118.8, 258.3]","[95.6, 229.9]","[133.6, 285.4]","[444.9, 246.0]","[464.9, 289.3]","[388.0, 335.1]","[391.3, 241.5]","[418.4, 228.6]","[426.1, 344.8]","[431.3, 428.1]","[66.5, 279.6]","[60.0, 326.1]","[135.6, 358.3]","[115.6, 258.3]","[87.2, 247.9]","[98.1, 366.7]","[100.7, 430.0]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0105_20251117_14.tif,0,,"[260.8, 47.1]",,"[361.6, 102.7]",,"[339.6, 121.4]",,,,"[355.1, 196.9]",,"[373.2, 216.9, 'FF', 18, 1, 2, 1, 0]",,"[355.8, 267.3]","[428.1, 195.0]",,,,"[300.9, 174.3]","[267.9, 140.1]","[320.2, 204.7]",,,,,,,,"[245.3, 178.8]","[222.7, 226.6]","[293.8, 258.9]","[300.2, 176.9]","[274.4, 162.7]","[263.4, 276.3]","[279.6, 500.4]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0104_20251117_14.tif,0,"[448.7, 95.6]","[59.4, 100.1]","[320.2, 171.1]","[192.4, 173.7]","[343.5, 180.1]","[153.7, 190.5]",,,"[333.8, 254.4]","[155.0, 254.4]","[315.1, 277.6, 'FF', 18, 1, 2, 1, 0]","[176.9, 280.9, 'FF', 18, 1, 2, 1, 0]","[327.3, 330.6]","[161.4, 331.2]","[242.1, 264.7]","[380.9, 231.8]","[402.2, 202.1]","[365.4, 262.1]","[107.2, 226.0]","[91.7, 194.3]","[125.3, 251.2]","[435.8, 245.3]","[450.7, 291.2]","[369.3, 326.1]","[380.9, 232.4]","[411.3, 227.3]","[408.1, 339.0]","[399.7, 491.3]","[55.5, 246.6]","[47.8, 293.8]","[125.3, 323.5]","[107.2, 227.3]","[77.5, 211.1]","[87.2, 337.0]","[92.3, 493.3]"
/home/ajj/Documents/ODI/Data/Landmarking/AP/preop/set_001_0103_20251117_14.tif,0,"[414.5, 43.9]","[83.9, 49.7]","[307.3, 100.1]","[185.3, 98.1]","[324.8, 118.2]","[165.3, 121.4]",,,"[318.3, 191.1]","[178.8, 193.7]","[300.9, 214.4, 'FF', 18, 1, 2, 1, 0]","[197.6, 214.4, 'FF', 18, 1, 2, 1, 0]","[302.8, 258.9]","[184.0, 262.1]","[250.5, 196.3]","[362.9, 172.4]","[385.5, 144.6]","[342.8, 200.8]","[125.3, 173.7]","[92.3, 140.8]","[149.1, 203.4]","[426.1, 171.1]","[449.4, 217.6]","[377.7, 255.7]","[366.1, 174.3]","[390.6, 160.8]","[406.1, 262.1]","[380.3, 498.4]","[68.4, 174.3]","[44.5, 218.9]","[117.5, 262.1]","[125.3, 174.3]","[108.5, 155.6]","[87.2, 273.8]","[103.3, 497.8]"
